ID,Name,Form,Level-up moves,Tm compatibility
355,Duskull, ,1-MOVE_ASTONISH | 1-MOVE_LEER | 1-MOVE_ABSORB | 4-MOVE_DISABLE | 7-MOVE_FORESIGHT | 10-MOVE_CURSE | 13-MOVE_NIGHT_SHADE | 16-MOVE_HAZE | 19-MOVE_MEAN_LOOK | 22-MOVE_IMPRISON | 25-MOVE_WILL_O_WISP | 28-MOVE_PAIN_SPLIT | 31-MOVE_OMINOUS_WIND | 34-MOVE_SHADOW_SNEAK | 37-MOVE_FEINT_ATTACK | 40-MOVE_SKILL_SWAP | 43-MOVE_HEX | 46-MOVE_LEECH_LIFE | 49-MOVE_FUTURE_SIGHT | 52-MOVE_SUCKER_PUNCH | 55-MOVE_MEMENTO | 58-MOVE_GRUDGE,
356,Dusclops, ,1-MOVE_ASTONISH | 1-MOVE_LEER | 1-MOVE_ABSORB | 4-MOVE_DISABLE | 7-MOVE_FORESIGHT | 10-MOVE_CURSE | 13-MOVE_NIGHT_SHADE | 16-MOVE_HAZE | 19-MOVE_MEAN_LOOK | 22-MOVE_IMPRISON | 25-MOVE_WILL_O_WISP | 28-MOVE_PAIN_SPLIT | 31-MOVE_OMINOUS_WIND | 34-MOVE_SHADOW_SNEAK | 37-MOVE_FEINT_ATTACK | 37-MOVE_SHADOW_PUNCH | 41-MOVE_SKILL_SWAP | 45-MOVE_HEX | 49-MOVE_LEECH_LIFE | 53-MOVE_FUTURE_SIGHT | 57-MOVE_SUCKER_PUNCH | 61-MOVE_MEMENTO | 65-MOVE_GRUDGE,
357,Tropius, ,1-MOVE_BREAKING_SWIPE | 1-MOVE_GROWTH | 1-MOVE_GUST | 1-MOVE_LEER | 1-MOVE_RAZOR_LEAF | 4-MOVE_HEADBUTT | 7-MOVE_WHIRLWIND | 10-MOVE_STOMP | 14-MOVE_MAGICAL_LEAF | 18-MOVE_CURSE | 22-MOVE_BULLET_SEED | 26-MOVE_LEAF_TORNADO | 30-MOVE_NATURE_POWER | 34-MOVE_AIR_SLASH | 38-MOVE_DRAGON_DANCE | 42-MOVE_BODY_SLAM | 46-MOVE_SYNTHESIS | 50-MOVE_LEAF_BLADE | 54-MOVE_LEECH_SEED | 58-MOVE_SOLAR_BEAM | 62-MOVE_LEAF_STORM | 66-MOVE_DUAL_WINGBEAT,TM58-MOVE_HURRICANE | TM59-MOVE_DRAGON_PULSE
358,Chimecho, ,1-MOVE_HEAL_BELL | 1-MOVE_WRAP | 1-MOVE_ASTONISH | 1-MOVE_TAIL_WHIP | 6-MOVE_SWIFT | 8-MOVE_DISABLE | 10-MOVE_DISARMING_VOICE | 12-MOVE_CONFUSION | 14-MOVE_CAPTIVATE | 16-MOVE_UPROAR | 18-MOVE_STORED_POWER | 20-MOVE_ZEN_HEADBUTT | 22-MOVE_YAWN | 25-MOVE_ENTRAINMENT | 28-MOVE_FUTURE_SIGHT | 32-MOVE_HYPNOSIS | 36-MOVE_WISH | 40-MOVE_COSMIC_POWER | 44-MOVE_HEAL_PULSE | 48-MOVE_SYNCHRONOISE | 52-MOVE_RECOVER | 56-MOVE_DOUBLE_EDGE | 60-MOVE_PERISH_SONG | 64-MOVE_ESPER_WING | 68-MOVE_HEALING_WISH,TM56-MOVE_WEATHER_BALL | TM66-MOVE_POWER_GEM
359,Absol, ,1-MOVE_SCRATCH | 1-MOVE_FEINT | 4-MOVE_LEER | 7-MOVE_QUICK_ATTACK | 10-MOVE_PURSUIT | 13-MOVE_TAUNT | 16-MOVE_BITE | 19-MOVE_DOUBLE_TEAM | 22-MOVE_SLASH | 22-MOVE_NIGHT_SLASH | 25-MOVE_SWORDS_DANCE | 28-MOVE_PSYCHO_CUT | 31-MOVE_DETECT | 34-MOVE_ME_FIRST | 37-MOVE_SUCKER_PUNCH | 40-MOVE_PLAY_ROUGH | 44-MOVE_MEGAHORN | 48-MOVE_FOUL_PLAY | 52-MOVE_FUTURE_SIGHT | 56-MOVE_PERISH_SONG | 60-MOVE_CLOSE_COMBAT,TM46-MOVE_AURA_SPHERE | TM47-MOVE_LOW_SWEEP | TM60-MOVE_QUASH | TM87-MOVE_ROCK_CLIMB
360,Wynaut, ,1-MOVE_AMNESIA | 1-MOVE_CHARM | 1-MOVE_COUNTER | 1-MOVE_DESTINY_BOND | 1-MOVE_MIRROR_COAT | 1-MOVE_SAFEGUARD | 1-MOVE_TICKLE,
361,Snorunt, ,1-MOVE_POWDER_SNOW | 1-MOVE_LEER | 6-MOVE_SPITE | 9-MOVE_ICE_SHARD | 12-MOVE_SPIKES | 15-MOVE_BITE | 18-MOVE_DISABLE | 21-MOVE_ICE_FANG | 24-MOVE_HEADBUTT | 27-MOVE_AVALANCHE | 30-MOVE_CRUNCH | 33-MOVE_FROST_BREATH | 36-MOVE_FAKE_TEARS | 40-MOVE_HEX | 44-MOVE_HAIL | 48-MOVE_SWITCHEROO | 52-MOVE_ICICLE_CRASH | 56-MOVE_BLIZZARD,
362,Glalie, ,1-MOVE_ROLLOUT | 1-MOVE_LEER | 6-MOVE_SPITE | 9-MOVE_ICE_SHARD | 12-MOVE_SPIKES | 15-MOVE_BITE | 18-MOVE_DISABLE | 21-MOVE_ICE_FANG | 24-MOVE_HEADBUTT | 27-MOVE_AVALANCHE | 30-MOVE_CRUNCH | 33-MOVE_ROCK_SLIDE | 36-MOVE_FAKE_TEARS | 40-MOVE_HEX | 44-MOVE_HAIL | 48-MOVE_SWITCHEROO | 52-MOVE_ICICLE_CRASH | 56-MOVE_HEADLONG_RUSH | 60-MOVE_HEAD_SMASH,TM23-MOVE_SMACK_DOWN | TM39-MOVE_ROCK_TOMB | TM66-MOVE_POWER_GEM | TM69-MOVE_ROCK_POLISH | TM71-MOVE_STONE_EDGE | TM80-MOVE_ROCK_SLIDE | TM83-MOVE_WORK_UP | TM94-MOVE_ROCK_SMASH
363,Spheal, ,1-MOVE_DEFENSE_CURL | 1-MOVE_GROWL | 1-MOVE_TACKLE | 1-MOVE_WATER_GUN | 4-MOVE_WHIRLPOOL | 7-MOVE_POWDER_SNOW | 10-MOVE_SUPER_FANG | 13-MOVE_WATER_PULSE | 16-MOVE_YAWN | 19-MOVE_BUBBLE_BEAM | 22-MOVE_AURORA_BEAM | 25-MOVE_ROLLOUT | 28-MOVE_SLACK_OFF | 31-MOVE_BRINE | 34-MOVE_BODY_SLAM | 38-MOVE_AQUA_RING | 42-MOVE_AQUA_TAIL | 46-MOVE_BLOCK | 50-MOVE_CURSE | 54-MOVE_CRUNCH | 58-MOVE_FISSURE,
364,Sealeo, ,1-MOVE_DEFENSE_CURL | 1-MOVE_GROWL | 1-MOVE_TACKLE | 1-MOVE_WATER_GUN | 4-MOVE_WHIRLPOOL | 7-MOVE_POWDER_SNOW | 10-MOVE_SUPER_FANG | 13-MOVE_WATER_PULSE | 16-MOVE_YAWN | 19-MOVE_BUBBLE_BEAM | 21-MOVE_ICICLE_SPEAR | 23-MOVE_AURORA_BEAM | 26-MOVE_ROLLOUT | 29-MOVE_SLACK_OFF | 32-MOVE_BRINE | 36-MOVE_BODY_SLAM | 40-MOVE_AQUA_RING | 44-MOVE_AQUA_TAIL | 48-MOVE_BLOCK | 52-MOVE_CURSE | 56-MOVE_CRUNCH | 60-MOVE_FISSURE | 64-MOVE_SHEER_COLD,
365,Walrein, ,,
366,Clamperl, ,1-MOVE_AQUA_RING | 1-MOVE_WATER_GUN | 1-MOVE_WHIRLPOOL | 1-MOVE_IRON_DEFENSE | 15-MOVE_WATER_PULSE | 30-MOVE_MUDDY_WATER | 40-MOVE_CONFUSE_RAY | 50-MOVE_SHELL_SMASH,
367,Huntail, ,1-MOVE_BITE | 1-MOVE_SCREECH | 1-MOVE_WATER_GUN | 4-MOVE_WHIRLPOOL | 7-MOVE_REFRESH | 10-MOVE_SCARY_FACE | 13-MOVE_CONFUSE_RAY | 16-MOVE_WATER_PULSE | 20-MOVE_ICE_FANG | 24-MOVE_BRINE | 28-MOVE_BOUNCE | 32-MOVE_COIL | 36-MOVE_SUCKER_PUNCH | 40-MOVE_CAPTIVATE | 44-MOVE_AQUA_TAIL | 48-MOVE_MUDDY_WATER | 52-MOVE_SHELL_SMASH | 56-MOVE_RAIN_DANCE | 60-MOVE_BATON_PASS | 64-MOVE_HYDRO_PUMP,TM51-MOVE_WAVE_CRASH | HM01-MOVE_CUT
368,Gorebyss, ,1-MOVE_CONFUSION | 1-MOVE_SCREECH | 1-MOVE_WATER_GUN | 4-MOVE_WHIRLPOOL | 7-MOVE_REFRESH | 10-MOVE_AGILITY | 13-MOVE_CONFUSE_RAY | 16-MOVE_WATER_PULSE | 20-MOVE_LOVELY_KISS | 24-MOVE_BRINE | 28-MOVE_BOUNCE | 32-MOVE_COIL | 36-MOVE_DRAINING_KISS | 40-MOVE_CAPTIVATE | 44-MOVE_AQUA_TAIL | 48-MOVE_MUDDY_WATER | 52-MOVE_SHELL_SMASH | 56-MOVE_RAIN_DANCE | 60-MOVE_BATON_PASS | 64-MOVE_HYDRO_PUMP,TM51-MOVE_WAVE_CRASH
369,Relicanth, ,1-MOVE_HARDEN | 1-MOVE_MUD_SLAP | 1-MOVE_TACKLE | 4-MOVE_HEADBUTT | 7-MOVE_MUD_SHOT | 10-MOVE_WATER_PULSE | 13-MOVE_SAFEGUARD | 16-MOVE_ANCIENT_POWER | 19-MOVE_BRINE | 22-MOVE_YAWN | 25-MOVE_ROCK_SLIDE | 28-MOVE_MUDDY_WATER | 32-MOVE_TAKE_DOWN | 36-MOVE_ROCK_BLAST | 40-MOVE_AQUA_TAIL | 44-MOVE_ZEN_HEADBUTT | 48-MOVE_SKULL_BASH | 52-MOVE_FLAIL | 56-MOVE_HYDRO_PUMP | 60-MOVE_DOUBLE_EDGE | 64-MOVE_HEAD_SMASH,TM51-MOVE_WAVE_CRASH
370,Luvdisc, ,1-MOVE_TACKLE | 1-MOVE_CHARM | 4-MOVE_WATER_GUN | 7-MOVE_AGILITY | 10-MOVE_AQUA_JET | 13-MOVE_LUCKY_CHANT | 16-MOVE_WATER_PULSE | 19-MOVE_DRAINING_KISS | 22-MOVE_ATTRACT | 25-MOVE_FLAIL | 28-MOVE_HEART_STAMP | 31-MOVE_TAKE_DOWN | 34-MOVE_CAPTIVATE | 37-MOVE_MOONBLAST | 40-MOVE_AQUA_RING | 43-MOVE_BOUNCE | 46-MOVE_SAFEGUARD | 50-MOVE_HYDRO_PUMP | 55-MOVE_HEART_SWAP | 60-MOVE_LOVELY_KISS,TM32-MOVE_DAZZLING_GLEAM | TM51-MOVE_WAVE_CRASH | TM60-MOVE_QUASH | TM79-MOVE_FROST_BREATH
371,Bagon, ,1-MOVE_LEER | 1-MOVE_RAGE | 1-MOVE_TWISTER | 3-MOVE_EMBER | 7-MOVE_DRAGON_BREATH | 10-MOVE_BITE | 12-MOVE_DEFENSE_CURL | 14-MOVE_BREAKING_SWIPE | 16-MOVE_HEADBUTT | 18-MOVE_SCARY_FACE | 20-MOVE_FIRE_FANG | 22-MOVE_DRAGON_RAGE | 24-MOVE_CRUNCH | 27-MOVE_ZEN_HEADBUTT | 30-MOVE_WISH | 33-MOVE_BODY_SLAM | 36-MOVE_FLAMETHROWER | 40-MOVE_DRAGON_RUSH | 44-MOVE_DOUBLE_EDGE | 48-MOVE_RAGING_FURY | 52-MOVE_OUTRAGE | 56-MOVE_HYDRO_PUMP,TM83-MOVE_WORK_UP
372,Shelgon, ,1-MOVE_WISH | 1-MOVE_LEER | 1-MOVE_RAGE | 1-MOVE_TWISTER | 3-MOVE_EMBER | 7-MOVE_DRAGON_BREATH | 10-MOVE_BITE | 12-MOVE_DEFENSE_CURL | 14-MOVE_BREAKING_SWIPE | 16-MOVE_HEADBUTT | 18-MOVE_SCARY_FACE | 20-MOVE_FIRE_FANG | 22-MOVE_DRAGON_RAGE | 24-MOVE_CRUNCH | 27-MOVE_ZEN_HEADBUTT | 30-MOVE_IRON_DEFENSE | 34-MOVE_BODY_SLAM | 38-MOVE_FLAMETHROWER | 42-MOVE_DRAGON_RUSH | 46-MOVE_DOUBLE_EDGE | 50-MOVE_RAGING_FURY | 54-MOVE_OUTRAGE | 58-MOVE_HYDRO_PUMP,TM83-MOVE_WORK_UP
373,Salamence, ,1-MOVE_FIRE_FANG | 1-MOVE_THUNDER_FANG | 1-MOVE_WISH | 1-MOVE_TWISTER | 3-MOVE_EMBER | 7-MOVE_DRAGON_BREATH | 10-MOVE_BITE | 13-MOVE_BREAKING_SWIPE | 16-MOVE_HEADBUTT | 18-MOVE_SCARY_FACE | 20-MOVE_FIRE_FANG | 22-MOVE_DRAGON_RAGE | 24-MOVE_CRUNCH | 27-MOVE_ZEN_HEADBUTT | 30-MOVE_IRON_DEFENSE | 34-MOVE_BODY_SLAM | 38-MOVE_FLAMETHROWER | 42-MOVE_DRAGON_RUSH | 46-MOVE_DOUBLE_EDGE | 50-MOVE_FLY | 51-MOVE_RAGING_FURY | 56-MOVE_OUTRAGE | 61-MOVE_HYDRO_PUMP | 67-MOVE_DUAL_WINGBEAT | 72-MOVE_DRAGON_DANCE,TM83-MOVE_WORK_UP
374,Beldum, ,1-MOVE_IRON_DEFENSE | 1-MOVE_CONFUSION | 1-MOVE_MIRROR_SHOT | 1-MOVE_HEADBUTT | 15-MOVE_TAKE_DOWN,
375,Metang, ,1-MOVE_REFRESH | 1-MOVE_IRON_DEFENSE | 1-MOVE_CONFUSION | 1-MOVE_MIRROR_SHOT | 1-MOVE_HEADBUTT | 15-MOVE_TAKE_DOWN | 20-MOVE_METAL_CLAW | 23-MOVE_PURSUIT | 26-MOVE_BULLET_PUNCH | 29-MOVE_PSYCHIC | 32-MOVE_SMART_STRIKE | 35-MOVE_SCARY_FACE | 38-MOVE_ZEN_HEADBUTT | 41-MOVE_AGILITY | 44-MOVE_METEOR_MASH | 48-MOVE_GRAVITY | 52-MOVE_COSMIC_POWER | 56-MOVE_HYPER_BEAM | 60-MOVE_EXPLOSION,HM02-MOVE_FLY
376,Metagross, ,1-MOVE_BODY_SLAM | 1-MOVE_DYNAMIC_PUNCH | 1-MOVE_REFRESH | 1-MOVE_IRON_DEFENSE | 1-MOVE_CONFUSION | 1-MOVE_MIRROR_SHOT | 1-MOVE_HEADBUTT | 15-MOVE_TAKE_DOWN | 20-MOVE_METAL_CLAW | 23-MOVE_PURSUIT | 26-MOVE_BULLET_PUNCH | 29-MOVE_PSYCHIC | 32-MOVE_SMART_STRIKE | 35-MOVE_SCARY_FACE | 38-MOVE_ZEN_HEADBUTT | 42-MOVE_AGILITY | 45-MOVE_METEOR_MASH | 49-MOVE_HAMMER_ARM | 53-MOVE_HEAVY_SLAM | 57-MOVE_GRAVITY | 61-MOVE_COSMIC_POWER | 65-MOVE_HYPER_BEAM | 69-MOVE_EXPLOSION | 73-MOVE_SHIFT_GEAR,TM87-MOVE_ROCK_CLIMB | HM02-MOVE_FLY
377,Regirock, ,1-MOVE_EXPLOSION | 1-MOVE_STOMP | 6-MOVE_ROCK_THROW | 10-MOVE_CHARGE_BEAM | 14-MOVE_BLOCK | 18-MOVE_CURSE | 22-MOVE_ANCIENT_POWER | 26-MOVE_IRON_DEFENSE | 30-MOVE_HAMMER_ARM | 34-MOVE_LOCK_ON | 34-MOVE_ZAP_CANNON | 38-MOVE_SANDSTORM | 42-MOVE_STONE_EDGE | 46-MOVE_SUPERPOWER | 50-MOVE_HYPER_BEAM,
378,Regice, ,1-MOVE_EXPLOSION | 1-MOVE_STOMP | 6-MOVE_ICY_WIND | 10-MOVE_CHARGE_BEAM | 14-MOVE_BLOCK | 18-MOVE_CURSE | 22-MOVE_ANCIENT_POWER | 26-MOVE_AMNESIA | 30-MOVE_HAMMER_ARM | 34-MOVE_LOCK_ON | 34-MOVE_ZAP_CANNON | 38-MOVE_HAIL | 42-MOVE_ICE_BEAM | 46-MOVE_SUPERPOWER | 50-MOVE_HYPER_BEAM,
379,Registeel, ,1-MOVE_EXPLOSION | 1-MOVE_STOMP | 6-MOVE_METAL_CLAW | 10-MOVE_CHARGE_BEAM | 14-MOVE_BLOCK | 18-MOVE_CURSE | 22-MOVE_ANCIENT_POWER | 26-MOVE_IRON_DEFENSE | 26-MOVE_AMNESIA | 30-MOVE_HAMMER_ARM | 34-MOVE_LOCK_ON | 34-MOVE_ZAP_CANNON | 38-MOVE_GRAVITY | 42-MOVE_IRON_HEAD | 42-MOVE_FLASH_CANNON | 46-MOVE_SUPERPOWER | 50-MOVE_HYPER_BEAM,
380,Latias, ,1-MOVE_CHARM | 1-MOVE_STORED_POWER | 1-MOVE_SIMPLE_BEAM | 1-MOVE_TAILWIND | 1-MOVE_DUAL_WINGBEAT | 1-MOVE_TRICK | 1-MOVE_MEMENTO | 1-MOVE_HEAL_BLOCK | 1-MOVE_PSYWAVE | 1-MOVE_SAFEGUARD | 10-MOVE_DRAGON_DANCE | 14-MOVE_REFRESH | 18-MOVE_BREAKING_SWIPE | 22-MOVE_MAGIC_COAT | 26-MOVE_PSYCHO_SHIFT | 30-MOVE_HELPING_HAND | 34-MOVE_ZEN_HEADBUTT | 38-MOVE_RECOVER | 42-MOVE_ESPER_WING | 46-MOVE_DRAGON_PULSE | 50-MOVE_AURA_SPHERE,TM58-MOVE_HURRICANE
381,Latios, ,1-MOVE_DRAGON_DANCE | 1-MOVE_STORED_POWER | 1-MOVE_SIMPLE_BEAM | 1-MOVE_TAILWIND | 1-MOVE_DUAL_WINGBEAT | 1-MOVE_TRICK | 1-MOVE_MEMENTO | 1-MOVE_HEAL_BLOCK | 1-MOVE_PSYWAVE | 1-MOVE_SAFEGUARD | 10-MOVE_DRAGON_DANCE | 14-MOVE_REFRESH | 18-MOVE_BREAKING_SWIPE | 22-MOVE_MAGIC_COAT | 26-MOVE_PSYCHO_SHIFT | 30-MOVE_HELPING_HAND | 34-MOVE_ZEN_HEADBUTT | 38-MOVE_RECOVER | 42-MOVE_ESPER_WING | 46-MOVE_DRAGON_PULSE | 50-MOVE_AURA_SPHERE,TM58-MOVE_HURRICANE
382,Kyogre, ,1-MOVE_WATER_PULSE | 6-MOVE_SCARY_FACE | 10-MOVE_AQUA_TAIL | 14-MOVE_BODY_SLAM | 18-MOVE_AQUA_RING | 22-MOVE_ICE_BEAM | 26-MOVE_CALM_MIND | 30-MOVE_MUDDY_WATER | 34-MOVE_WAVE_CRASH | 38-MOVE_HYDRO_PUMP | 42-MOVE_THUNDER | 46-MOVE_DOUBLE_EDGE | 50-MOVE_WATER_SPOUT,TM51-MOVE_WAVE_CRASH | TM79-MOVE_FROST_BREATH | TM83-MOVE_WORK_UP
383,Groudon, ,1-MOVE_MUD_SHOT | 6-MOVE_SCARY_FACE | 10-MOVE_SCORCHING_SANDS | 14-MOVE_LAVA_PLUME | 18-MOVE_REST | 22-MOVE_HAMMER_ARM | 26-MOVE_BULK_UP | 30-MOVE_INFERNO | 34-MOVE_RAGING_FURY | 38-MOVE_FIRE_BLAST | 42-MOVE_SOLAR_BEAM | 46-MOVE_EARTHQUAKE | 50-MOVE_ERUPTION,TM47-MOVE_LOW_SWEEP | TM83-MOVE_WORK_UP
384,Rayquaza, ,1-MOVE_V_CREATE | 6-MOVE_SCARY_FACE | 10-MOVE_ANCIENT_POWER | 14-MOVE_CRUNCH | 18-MOVE_AIR_SLASH | 22-MOVE_RAGING_FURY | 26-MOVE_EXTREME_SPEED | 30-MOVE_DRAGON_PULSE | 34-MOVE_FLY | 38-MOVE_DRAGON_DANCE | 42-MOVE_HYPER_VOICE | 46-MOVE_OUTRAGE | 50-MOVE_HYPER_BEAM,TM83-MOVE_WORK_UP
385,Jirachi, ,1-MOVE_DRACO_METEOR | 1-MOVE_HEART_STAMP | 1-MOVE_MOONBLAST | 1-MOVE_METEOR_MASH | 1-MOVE_HEALING_WISH | 1-MOVE_WISH | 1-MOVE_PSYSHIELD_BASH | 1-MOVE_REST | 1-MOVE_SWIFT | 6-MOVE_HELPING_HAND | 10-MOVE_PSYCHIC | 14-MOVE_REFRESH | 18-MOVE_LUCKY_CHANT | 22-MOVE_ZEN_HEADBUTT | 26-MOVE_COSMIC_POWER | 30-MOVE_GRAVITY | 34-MOVE_IRON_HEAD | 38-MOVE_FUTURE_SIGHT | 42-MOVE_DOUBLE_EDGE | 46-MOVE_LAST_RESORT | 50-MOVE_DOOM_DESIRE,
386,Deoxys,Speed Forme,,TM83-MOVE_WORK_UP
387,Turtwig, ,1-MOVE_TACKLE | 1-MOVE_WITHDRAW | 5-MOVE_ABSORB | 7-MOVE_RAZOR_LEAF | 10-MOVE_CURSE | 13-MOVE_BULLET_SEED | 16-MOVE_BITE | 19-MOVE_GROWTH | 22-MOVE_MEGA_DRAIN | 25-MOVE_AMNESIA | 28-MOVE_LEECH_SEED | 31-MOVE_WIDE_GUARD | 34-MOVE_BODY_SLAM | 37-MOVE_CRUNCH | 40-MOVE_LEAF_BLADE | 43-MOVE_HEAVY_SLAM | 46-MOVE_SYNTHESIS | 49-MOVE_SLEEP_POWDER,
388,Grotle, ,1-MOVE_TACKLE | 1-MOVE_WITHDRAW | 5-MOVE_ABSORB | 7-MOVE_RAZOR_LEAF | 10-MOVE_CURSE | 13-MOVE_BULLET_SEED | 16-MOVE_BITE | 18-MOVE_BULLDOZE | 20-MOVE_GROWTH | 22-MOVE_MEGA_DRAIN | 25-MOVE_AMNESIA | 28-MOVE_LEECH_SEED | 31-MOVE_WIDE_GUARD | 34-MOVE_BODY_SLAM | 37-MOVE_CRUNCH | 40-MOVE_LEAF_BLADE | 43-MOVE_HEAVY_SLAM | 46-MOVE_SYNTHESIS | 49-MOVE_SLEEP_POWDER | 52-MOVE_WOOD_HAMMER | 55-MOVE_OUTRAGE,
389,Torterra, ,1-MOVE_SANDSTORM | 1-MOVE_SUNNY_DAY | 5-MOVE_ABSORB | 7-MOVE_RAZOR_LEAF | 10-MOVE_CURSE | 13-MOVE_BULLET_SEED | 16-MOVE_BITE | 18-MOVE_BULLDOZE | 20-MOVE_GROWTH | 22-MOVE_MEGA_DRAIN | 25-MOVE_AMNESIA | 28-MOVE_LEECH_SEED | 31-MOVE_WIDE_GUARD | 32-MOVE_EARTHQUAKE | 34-MOVE_BODY_SLAM | 37-MOVE_CRUNCH | 40-MOVE_LEAF_BLADE | 43-MOVE_HEAVY_SLAM | 46-MOVE_SYNTHESIS | 50-MOVE_SLEEP_POWDER | 54-MOVE_WOOD_HAMMER | 58-MOVE_OUTRAGE | 62-MOVE_HEADLONG_RUSH | 66-MOVE_HEAD_SMASH | 70-MOVE_SHELL_SMASH,
390,Chimchar, ,1-MOVE_SCRATCH | 1-MOVE_LEER | 5-MOVE_EMBER | 7-MOVE_TORMENT | 10-MOVE_FURY_SWIPES | 13-MOVE_HELPING_HAND | 17-MOVE_FLAME_WHEEL | 19-MOVE_DOUBLE_KICK | 22-MOVE_FIRE_SPIN | 25-MOVE_COVET | 28-MOVE_UPROAR | 31-MOVE_FOCUS_ENERGY | 34-MOVE_FEINT | 37-MOVE_CROSS_CHOP | 40-MOVE_RAGING_FURY | 43-MOVE_QUICK_GUARD | 46-MOVE_DOUBLE_EDGE | 49-MOVE_INFERNO,
391,Monferno, ,1-MOVE_SCRATCH | 1-MOVE_LEER | 5-MOVE_EMBER | 7-MOVE_TORMENT | 10-MOVE_FURY_SWIPES | 13-MOVE_HELPING_HAND | 14-MOVE_MACH_PUNCH | 17-MOVE_FLAME_WHEEL | 20-MOVE_DOUBLE_KICK | 22-MOVE_FIRE_SPIN | 25-MOVE_COVET | 28-MOVE_UPROAR | 31-MOVE_FOCUS_ENERGY | 34-MOVE_FEINT | 37-MOVE_CROSS_CHOP | 40-MOVE_RAGING_FURY | 43-MOVE_QUICK_GUARD | 46-MOVE_DOUBLE_EDGE | 49-MOVE_INFERNO | 52-MOVE_SLACK_OFF | 55-MOVE_FIRE_LASH,
392,Infernape, ,1-MOVE_BLAZE_KICK | 1-MOVE_FOCUS_PUNCH | 5-MOVE_EMBER | 7-MOVE_TORMENT | 10-MOVE_FURY_SWIPES | 13-MOVE_HELPING_HAND | 14-MOVE_MACH_PUNCH | 17-MOVE_FLAME_WHEEL | 20-MOVE_DOUBLE_KICK | 22-MOVE_FIRE_SPIN | 25-MOVE_COVET | 28-MOVE_UPROAR | 31-MOVE_FOCUS_ENERGY | 34-MOVE_FEINT | 36-MOVE_VACUUM_WAVE | 37-MOVE_CROSS_CHOP | 40-MOVE_RAGING_FURY | 43-MOVE_QUICK_GUARD | 46-MOVE_DOUBLE_EDGE | 50-MOVE_INFERNO | 54-MOVE_SLACK_OFF | 58-MOVE_FIRE_LASH | 62-MOVE_NASTY_PLOT | 66-MOVE_FLARE_BLITZ | 70-MOVE_CLOSE_COMBAT,
393,Piplup, ,1-MOVE_POUND | 1-MOVE_GROWL | 5-MOVE_WATER_GUN | 7-MOVE_PECK | 10-MOVE_CHARM | 13-MOVE_WHIRLPOOL | 17-MOVE_DOUBLE_HIT | 19-MOVE_YAWN | 22-MOVE_BUBBLE_BEAM | 25-MOVE_AQUA_RING | 28-MOVE_FURY_ATTACK | 31-MOVE_AQUA_JET | 34-MOVE_AVALANCHE | 37-MOVE_SING | 40-MOVE_DRILL_PECK | 43-MOVE_DUAL_WINGBEAT | 46-MOVE_FEATHER_DANCE | 49-MOVE_CAPTIVATE,TM51-MOVE_WAVE_CRASH
394,Prinplup, ,1-MOVE_POUND | 1-MOVE_GROWL | 5-MOVE_WATER_GUN | 7-MOVE_PECK | 10-MOVE_CHARM | 13-MOVE_WHIRLPOOL | 16-MOVE_METAL_CLAW | 17-MOVE_DOUBLE_HIT | 20-MOVE_YAWN | 22-MOVE_BUBBLE_BEAM | 25-MOVE_AQUA_RING | 28-MOVE_FURY_ATTACK | 31-MOVE_AQUA_JET | 34-MOVE_AVALANCHE | 37-MOVE_SING | 40-MOVE_STEEL_WING | 43-MOVE_DUAL_WINGBEAT | 46-MOVE_FEATHER_DANCE | 49-MOVE_CAPTIVATE | 52-MOVE_ROOST | 55-MOVE_DRILL_PECK,TM51-MOVE_WAVE_CRASH
395,Empoleon, ,1-MOVE_MEGAHORN | 1-MOVE_HORN_ATTACK | 1-MOVE_GROWL | 5-MOVE_WATER_GUN | 7-MOVE_PECK | 10-MOVE_CHARM | 13-MOVE_WHIRLPOOL | 16-MOVE_METAL_CLAW | 17-MOVE_DOUBLE_HIT | 20-MOVE_YAWN | 22-MOVE_BUBBLE_BEAM | 25-MOVE_AQUA_RING | 28-MOVE_FURY_ATTACK | 31-MOVE_AQUA_JET | 34-MOVE_AVALANCHE | 36-MOVE_SMART_STRIKE | 37-MOVE_SING | 40-MOVE_STEEL_WING | 43-MOVE_DUAL_WINGBEAT | 46-MOVE_FEATHER_DANCE | 50-MOVE_CAPTIVATE | 54-MOVE_ROOST | 58-MOVE_DRILL_PECK | 62-MOVE_AGILITY | 66-MOVE_HYDRO_PUMP,TM51-MOVE_WAVE_CRASH
396,Starly, ,1-MOVE_GROWL | 1-MOVE_TACKLE | 1-MOVE_ASTONISH | 1-MOVE_SAND_ATTACK | 5-MOVE_QUICK_ATTACK | 8-MOVE_WING_ATTACK | 10-MOVE_PURSUIT | 12-MOVE_FORESIGHT | 14-MOVE_FURY_ATTACK | 17-MOVE_ENDEAVOR | 20-MOVE_AERIAL_ACE | 23-MOVE_REVENGE | 26-MOVE_RETALIATE | 29-MOVE_STEEL_WING | 32-MOVE_TAKE_DOWN | 35-MOVE_AGILITY | 38-MOVE_TAILWIND | 42-MOVE_SKY_ATTACK,
